# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
have no notion of,,对……没有概念，对……一无所知：指对某事物缺乏了解或认识，对其完全不了解。,
have no scent for,,暂无释义，可打开词卡用有道查询,
have on,,"穿着, 戴着, 在手头, 使上钩",
have one's appendix out,,切除某人的阑尾,
have one's hands full,,工作忙,
have respect for,,"考虑..., 关心...",
have sth. to do with,,与...有点关系,
have sympathy for,,"对…同情,同情…",
have the best of,,胜过,
have the better of,,占上风，胜过：在竞争、争斗或辩论中占据优势；战胜对手。；比较好，更好：更优秀、更合适或更有利的；更高水平的。；改善，提高：使变得更好；改进；提升。,
head for,,"出发, 动身, 前往",
head on,,迎面地,
head over heels,,"头朝下, 颠倒, 完全地",
heap on,,堆积：给某人大量的某物（建议、赞美、侮辱等），尤其是超过他们能够承受或适当的范围。,
heap scorn on,,嘲笑，蔑视：表示对某人或某事的强烈不满或不尊重，通常用于批评或贬低他人。,
heap upon,,堆积在……上：将大量的东西堆积在某物上。,
hear about,,"听说,听到过",
hear from,,"接到...的信, 受...批评",
hear of,,听说,
help out,,"帮助, 帮助…出来",
here and now,,此时此地,
here and there,,"各处, 到处, 四处",
hide sth. from sb.,,把某事瞒着某人,
hinder sb. from doing sth.,,暂无释义，可打开词卡用有道查询,
hinge on,,"靠...转动, 以...为转移",
hinge upon,,vi. 随……而定,
hit back,,"反击,击退",
hit on,,"忽然想到,碰巧遇见,到达",
hit upon,,偶然发现,
hold a farewell entertainment,,举行欢送会,
hold a patent on,,拥有专利：指某人或某公司拥有某项发明或创新的专利权。,
hold back,,"踌躇, 阻止, 抑制, 隐瞒；[经] 取消, 阻止, 退缩",
hold down,,"压制, 抑制, 缩减, 牵制, 垂下",
hold fast to,,紧紧抓住，坚守，坚持：在不确定的时候，坚守自己的价值观非常重要。,
hold forth,,"滔滔地说, 提供",
hold in contempt,,蔑视，看不起：认为某人不值得尊重或尊敬。,
hold off,,"不接近, 拖延, 不使接近",
hold on,,"继续, 不挂断, 停止",
hold on to,,坚持,
hold one's breath,,屏息,
hold one's own,,坚持住,
hold out,,"伸出, 提出, 提供, 坚持, 支持, 维持；[法] 提出, 给予, 主张",
hold over,,"拖延, 继任, 以...威胁；[法] 延期, 继续占有, 期满后继任",
hold sb. to ransom,,"劫持某人勒取赎金, 绑某人的票",
hold together,,"使结合, 团结",
hold up,,"举起, 支撑, 继续下去, 阻挡, 拦截；[法] 支撑, 继续下去, 阻塞",
hold with,,"赞同, 容忍",
hook up,,以钩钩住,
how about,,"…怎么样, …怎么办",
how come,,"为什么, 怎么会…（那样）",
hue and cry,,"[法] 通缉文告, 追捕犯人时的叫喊声, 吵声",
hum with,,嗡嗡作响：发出低沉而持续的嗡嗡声。,
hung up,,念念不忘的; 过于担心的; 过分介意的,
hunger after,,渴望,
hunger for,,渴望,
hurry up,,"赶快, 匆匆完成",
hush up,,"防止…张扬出去, 保持沉默, 掩盖",
I dare say,,"我想, 大概",
ideal for,,非常适合,
identical with,/aɪˈdentɪkl wɪð/,与……完全相同，与……一致：用于表示某事物与另一事物在所有方面完全一样；常作表语，构成 be identical with。,
identify oneself with,,与...打成一片,
idle about,,"闲逛, 无所事事",
idle away,,浪费掉,
if only,,只要,
ignorant of,,对……无知：不了解或不熟悉某事物，缺乏知识或信息。,
immerse in,,v. 把（人或物）浸入（水或其他液体）中，使浸没；沉浸于，专心于，潜心于（常作 immerse oneself in，也可用 be immersed in）,
immune from,,免受……影响，免疫于……，不受某种事物的影响或攻击；（法律）免于……的，豁免……的，不受某种规则、法律或责任的约束,
immune to,/ɪˈmjuːn tu/,adj. 对……有免疫力，不受……感染；不受……影响，对……无动于衷,
impose a fine on sb.,,罚款,
impose a fine upon sb.,,暂无释义，可打开词卡用有道查询,
impose on,,"利用, 欺骗, 施加影响于",
impose oneself on sb.,,暂无释义，可打开词卡用有道查询,
impose oneself upon sb.,,暂无释义，可打开词卡用有道查询,
impose sth. on sb.,,把...强加给...,
impose sth. upon sb.,,暂无释义，可打开词卡用有道查询,
impose upon,,v. 把（不受欢迎或不必要的事物）强加于（某人或某物），使（其）接受或承受，强制实行；（尤指以请求或要求的方式）对（某人）施加压力或使其为难，给（某人）添麻烦或打扰，利用（某人的好心、时间等）,
impress sb. with,,给(某人)留下深刻印象,
impress sth. on one's mind,,暂无释义，可打开词卡用有道查询,
impress sth. upon one's mind,,暂无释义，可打开词卡用有道查询,
impress with,/ɪmˈpres wɪð/,给某人留下深刻印象：通过某种方式使某人对某事物或某人产生深刻的印象。,
impression on,,给某人留下印象：引起某人的注意并留下好的印象。,
improve on,,改进,
improve upon,,作出比…更好的东西;对…作出改进,
in a blaze,,一片火光,
in a cluster,,"成串地,成群地",
in a dilemma,,"陷入困境,处境尴尬,进退两难",
in a flutter,,处于混乱和兴奋的状态,
in a hurry,,匆忙,
in a manner of speaking,,"不妨说, 说起来",
in a mess,,"肮脏,混乱,紊乱,一塌煳涂,一团糟",
in a pinch,,"必要时, 在紧要关头",
in a row,,"成一长行, 连续, 一连串",
in a rut,,"照惯例,照老规矩,墨守成规",
in a sense,,在某种意义上,
in a way,,"在某种程度上, 稍稍",
in a word,,总之,
in abundance,,"充足的, 很丰盛",
in accord with,,与...一致,
in accordance with,,"与...一致, 依照",
in acknowledgement of,,"答谢,领谢…",
in addition,,另外,
in addition to,,除...之外,
in advance,,预先；[经] 预先,
in agreement with,,"同意,与…一致",
in all,,"总共；[经] 合计, 全部",
in all conscience,,"当然, 公平地说",
in all probability,,很可能,
in alliance with,,与…结盟,
in answer to,,"回答, 响应",
in any case,,无论如何,
in any event,,"不论怎样, 无论如何",
in as far as,,"在...的限度内, 在...的范围内, 到如此程度",
in back of,,在...后面,
in behalf of,,"代表,为了…",
in between,,在中间,
in black and white,,用白纸黑字地写下来,
in blossom,,"开花,鲜花盛开",
in brief,,"简言之, 以简洁的形式",
in bud,,发芽,
in bulk,,"散装, 大批；[经] 散装, 整批",
in business,,"在营业,在生产,在做生意",
in case,,万一,
in case of,,"假设, 万一",
in character,,"适合, 相称",
in charge,,"主管, 看管, 在...看管下",
in charge of,,"负责..., 管理..., 主管..., 掌管..., 看管..., 在...掌管/看管之下",
in check,,"在控制中, 被阻止, （象棋中）（敌方主帅）处于被将军地位",
in chorus,,"一齐, 一致, 共同; 齐声",
in cold blood,,"残忍地；[法] 蓄意地, 残忍地",
in collaboration with,,与...合作,
in collision with,/ɪn kəˈlɪʒn wɪð/,与……相撞：两个物体或车辆之间发生碰撞。,
in common,,共有,
in comparison,,相比之下,
in comparison with,,与...比较,
in concert,,"一致, 一齐, 齐声",
in conclusion,,最后,
in confidence,,"私下地, 秘密地",
in confirmation of,,以证实...,
in conflict with,,和...冲突,
in conformity with,,和…相适应，和…一致[符合]，遵照; 本着,
in conjunction with,,与...协力,
in connection with,,"与…有联系,与…有关,关于",
in conscience,,"凭良心；公平地；当然, 一定",
in consequence,,结果,
in consequence of,,"由于的...缘故；[法] 由于...缘故, 基于",
in consideration of,,"考虑到；[法] 鉴于, 考虑到",
in contradiction with,,"与...矛盾着, 与...相抵触",
in contrast,,"比较起来, 相反地, 而",
in contrast to,,"与...形成对照, 而...",
in contrast with,,"与...形成对照, 而...",
in control,,"控制, 管理, 负责",
in control of,,控制住,
in debt,,欠债,
in debt to,,"欠…的债,受…的恩惠,感激…",
in default of,,"因缺少；[法] 因缺..., 在缺少...时",
in defiance of,,"无视, 不顾",
in demand,,"[经] 销路好, 有需要",
in depth,,深入地,
in detail,,详细地,
in disgrace,,"失宠,受辱,丢脸;可耻地,不光彩地",
in disguise,,乔装着,
in disorder,,"混乱地,紊乱地",
in dispute,,在争论中,
in disregard of,,"不顾,不尊重,忽视,漠视",
in doubt,,"感到怀疑的, 有怀疑的, 不敢肯定的, 拿不准的, 被怀疑的",
in due course,,"及时地, 在适当时；[经] 顺次, 适期",
in duplicate,,[经] 一式二份,
in earnest,,"正经地, 诚心地",
in eclipse,,"出现日食;失去光彩,黯然失色",
in effect,,"有效；[法] 有效, 生效, 实际上",
in error,,错误地,
in essence,,"本质上, 实质上；[法] 实质上",
in evidence,,"明显；[法] 明显的, 显而易见的",
in excess of,,"超过, 较...为多",
in fact,,事实上；[法] 事实上,
in faith,,"确实, 的确",
in fashion,,"时髦,流行,合潮流",
in favor of,,"赞同, 有利于",
in file,,"成二列纵队, 依次, 鱼贯",
in flank,/ɪn flæŋk/,侧翼：在军事战术中，指在敌人的侧面进行攻击或防御的位置。,
in force,,"大规模地, 有效的；[经] 有效",
in front of,,在...前面,
in full,,"充足, 以全文；[经] 全额",
in full blossom,,盛开：指花朵完全开放的状态，形容花儿的美丽和生命力。,
in full swing,,"正在全力进行中, 活跃",
in future,,[法] 将来,
in gear,,"齿轮连上, 正常",
in general,,大多数,
in good conscience,,在良心上：表示某人认为自己做某事是正确的、合理的、道德的，而不会感到内疚或愧疚。,
in good faith,,诚心诚意地；[经] 诚信,
in good shape,,完整无损，处于良好状态，健康情况良好,
in great force,,"大规模地, 大举",
in half,,"分成两半,平分",
in hand,,"在手头, 在进行中, 掌握住；[法] 处理中, 受到控制",
in harmony,,谐; 合拍; 和和睦睦,
in harmony with,,"与...协调, 与...一致",
in haste,,匆忙,
in hell,,究竟,
in honor of,,"为向…表示敬意,为庆祝…为纪念…",
in hot pursuit,,紧追不舍：追逐并且接近抓住某人。,
in installments,,分期付款：将一笔款项分成若干期分别支付。,
in itself,,"本身,实质上",
in kind,,"以货代款；[经] 以货代款, 以实物",
in league,,"与…勾结, 与…同谋",
in league with,,和...联合着,
in leaps and bounds,/ɪn liːps ənd baʊndz/,突飞猛进：形容某事物的进展非常迅速和显著。,
in light of,,"按照, 根据",
in line,,"成一直线, 一致, 协调, 有秩序",
in line with,,符合,
in luck,,运气好,
in memory of,,纪念...,
in mortgage,,在抵押中,
in no case,,决不,
in no time,,立刻,
in no way,,决不,
in one's clutches,,暂无释义，可打开词卡用有道查询,
in one's debt,,"欠(某人)的债, 受(某人)的恩惠",
in one's heart of hearts,,在内心深处,
in one's mind's eye,,"在某人心目中, 在某人想象中",
in one's own right,,凭本身的头衔,
in one's presence,,"在某人面前, 当着某人的面",
in one's shoes,,"处在(某人的)位置, 陷入(某人的)处境",
in operation,,"运转着, 生效；[法] 正在实施",
in order,,"整齐, 状况良好, 适宜",
in order that,,"为了,以便",
in order to,,为了…,
in order to do,,为了做某事的目的或目标,
in other words,,换句话说,
in part,,部分地,
in particular,,特别,
in payment for,,作为…的报酬,
in person,,"亲自, 外貌上；[法] 亲自",
in place,,"在适当的位置, 适当",
in place of,,代替；[法] 代替,
in practice,,"在实践中, 实际上, 熟练",
in print,,"已出版, 在销售中",
in private,,"私下, 秘密地",
in proportion to,,与...成比例,
in public,,当众,
in quantity,,大量,
in quest for,,寻求：为了获得某种东西而不断努力寻找或追求。,
in quest of,,为了追求...,
in question,,"正被讨论, 可怀疑；[法] 正被谈论的, 成问题的, 被争论",
in reality,,"实际上, 事实上",
in reference to,,"关于..., 根据...；[法] 有关, 指",
in regard to,,关于；[法] 关于,
in relation to,,"关于, 涉及",
in reserve,,"备用, 预备",
in response to,,"回答..., 响应..., 对...有反应；[法] 为响应, 答复",
in retrospect,,回顾,
in return,,作为报答,
in return for,,作为...的报答,
in reverse,,"在背面,在反面,反过来",
in ruins,,成为一片废墟,
in sb.s debt,,暂无释义，可打开词卡用有道查询,
in sb.s hands,,暂无释义，可打开词卡用有道查询,
in sb.s presence,,暂无释义，可打开词卡用有道查询,
in sb.s shoes,,暂无释义，可打开词卡用有道查询,
in search of,,寻找,
in season,,"当令, 及时, 及早",
in secret,,秘密地,
in sequence,,"挨次,按顺序,一个接一个",
in sequence of,,按照…顺序,
in shape,,"在外形上, 处于良好状态",
in short,,简而言之；[法] 简言之,
in short order,,"在短期内, 迅速地",
in sight,,被看到,
in so far as,,"至于, 就...",
in spite of,,不管,
in step,,步调一致,
in step with,/ɪn step wɪð/,与某人或某事物保持一致或同步,
in stock,,"现有, 在贮存中；[经] 在仓库中, 有存货",
in store,,"贮藏着, 保存着, 准备着, 将要发生；[经] 存仓",
in strength,,"大量地,许多",
in succession,,连续地,
in sum,,总言之,
in summary,,总之,
in support of,,"支持, 支援",
in sympathy with,,"赞同..., 与...一致",
in tears,,流着泪,
in terms of,,"用...的话, 根据, 按照, 在...方面；[法] 用...话, 以...措词, 按照",
in that,,"既然, 因为",
in the abstract,,"抽象地, 理论上",
in the act of,,"在…的作案过程中,当场",
in the aggregate,/ɪn ði ˈæɡrɪɡət/,总体上，总的来说,
